>> roxford5k: mAP E: 64.03, M: 48.39, H: 23.22
>> roxford5k: mP@k[1, 5, 10] E: [88.24 76.47 71.76], M: [87.14 75.43 69.86], H: [54.29 36.93 31.64]
>> rparis6k: mAP E: 79.97, M: 61.96, H: 33.31
>> rparis6k: mP@k[1, 5, 10] E: [97.14 94.57 93.29], M: [97.14 96.57 96.29], H: [85.71 80.   75.  ]
>> Train: [1][1/2000]	Time 1.258 (1.258)	Data 0.744 (0.744)	Loss 0.1419 (0.1419)
>> Train: [14][700/2000]	Time 0.088 (0.097)	Data 0.000 (0.001)	Loss 0.1948 (0.1565)
>> Train: [14][710/2000]	Time 0.104 (0.097)	Data 0.000 (0.001)	Loss 0.1199 (0.1573)
>> Train: [14][720/2000]	Time 0.064 (0.097)	Data 0.000 (0.001)	Loss 0.2299 (0.1572)
>> Train: [14][730/2000]	Time 0.094 (0.097)	Data 0.000 (0.001)	Loss 0.3504 (0.1576)
>> Train: [14][740/2000]	Time 0.103 (0.097)	Data 0.000 (0.001)	Loss 0.0278 (0.1570)
>> Train: [14][750/2000]	Time 0.096 (0.097)	Data 0.000 (0.001)	Loss 0.2822 (0.1574)
>> Train: [14][760/2000]	Time 0.087 (0.096)	Data 0.000 (0.001)	Loss 0.1486 (0.1575)
>> Train: [14][770/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.1271 (0.1572)
>> Train: [14][780/2000]	Time 0.101 (0.097)	Data 0.000 (0.001)	Loss 0.0908 (0.1573)
>> Train: [14][790/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1067 (0.1577)
>> Train: [14][800/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.1554 (0.1574)
>> Train: [14][810/2000]	Time 0.069 (0.096)	Data 0.000 (0.001)	Loss 0.1775 (0.1569)
>> Train: [14][820/2000]	Time 0.100 (0.097)	Data 0.000 (0.001)	Loss 0.1117 (0.1569)
>> Train: [14][830/2000]	Time 0.106 (0.097)	Data 0.000 (0.001)	Loss 0.1369 (0.1571)
>> Train: [14][840/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.2179 (0.1573)
>> Train: [14][850/2000]	Time 0.083 (0.096)	Data 0.000 (0.001)	Loss 0.1307 (0.1574)
>> Train: [14][860/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.1733 (0.1575)
>> Train: [14][870/2000]	Time 0.090 (0.096)	Data 0.000 (0.001)	Loss 0.1329 (0.1574)
>> Train: [14][880/2000]	Time 0.085 (0.096)	Data 0.000 (0.001)	Loss 0.2192 (0.1573)
>> Train: [14][890/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.2162 (0.1571)
>> Train: [14][900/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.1575 (0.1570)
>> Train: [14][910/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.2004 (0.1570)
>> Train: [14][920/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1335 (0.1573)
>> Train: [14][930/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.0923 (0.1572)
>> Train: [14][940/2000]	Time 0.088 (0.096)	Data 0.000 (0.001)	Loss 0.1187 (0.1572)
>> Train: [14][950/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.0368 (0.1572)
>> Train: [14][960/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.1324 (0.1573)
>> Train: [14][970/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.2048 (0.1576)
>> Train: [14][980/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1057 (0.1576)
>> Train: [14][990/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.1314 (0.1578)
>> Train: [14][1000/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.0747 (0.1580)
>> Train: [14][1010/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.2093 (0.1580)
>> Train: [14][1020/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.1642 (0.1576)
>> Train: [14][1030/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.0575 (0.1577)
>> Train: [14][1040/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.1276 (0.1572)
>> Train: [14][1050/2000]	Time 0.081 (0.096)	Data 0.000 (0.001)	Loss 0.2671 (0.1571)
>> Train: [14][1060/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.2306 (0.1567)
>> Train: [14][1070/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.2398 (0.1564)
>> Train: [14][1080/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.0374 (0.1561)
>> Train: [14][1090/2000]	Time 0.108 (0.096)	Data 0.000 (0.001)	Loss 0.1548 (0.1564)
>> Train: [14][1100/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.2148 (0.1566)
>> Train: [14][1110/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.1072 (0.1566)
>> Train: [14][1120/2000]	Time 0.080 (0.096)	Data 0.000 (0.001)	Loss 0.1249 (0.1562)
>> Train: [14][1130/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.1003 (0.1564)
>> Train: [14][1140/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.0635 (0.1564)
>> Train: [14][1150/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.0545 (0.1560)
>> Train: [14][1160/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.3857 (0.1562)
>> Train: [14][1170/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.2210 (0.1563)
>> Train: [14][1180/2000]	Time 0.078 (0.096)	Data 0.000 (0.001)	Loss 0.2328 (0.1565)
>> Train: [14][1190/2000]	Time 0.092 (0.096)	Data 0.000 (0.001)	Loss 0.1956 (0.1566)
>> Train: [14][1200/2000]	Time 0.089 (0.096)	Data 0.000 (0.001)	Loss 0.1066 (0.1566)
>> Train: [14][1210/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.0112 (0.1563)
>> Train: [14][1220/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.1812 (0.1566)
>> Train: [14][1230/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1495 (0.1568)
>> Train: [14][1240/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.0490 (0.1569)
>> Train: [14][1250/2000]	Time 0.109 (0.096)	Data 0.000 (0.001)	Loss 0.1329 (0.1568)
>> Train: [14][1260/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1364 (0.1568)
>> Train: [14][1270/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.0495 (0.1568)
>> Train: [14][1280/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1237 (0.1567)
>> Train: [14][1290/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1358 (0.1566)
>> Train: [14][1300/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1373 (0.1566)
>> Train: [14][1310/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.3294 (0.1568)
>> Train: [14][1320/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.0450 (0.1565)
>> Train: [14][1330/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.2492 (0.1566)
>> Train: [14][1340/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.1765 (0.1566)
>> Train: [14][1350/2000]	Time 0.091 (0.096)	Data 0.001 (0.001)	Loss 0.1920 (0.1568)
>> Train: [14][1360/2000]	Time 0.092 (0.096)	Data 0.000 (0.001)	Loss 0.0490 (0.1569)
>> Train: [14][1370/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1098 (0.1569)
>> Train: [14][1380/2000]	Time 0.086 (0.096)	Data 0.000 (0.001)	Loss 0.1487 (0.1571)
>> Train: [14][1390/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.1823 (0.1572)
>> Train: [14][1400/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1353 (0.1570)
>> Train: [14][1410/2000]	Time 0.093 (0.096)	Data 0.001 (0.001)	Loss 0.1173 (0.1568)
>> Train: [14][1420/2000]	Time 0.086 (0.096)	Data 0.000 (0.001)	Loss 0.1524 (0.1567)
>> Train: [14][1430/2000]	Time 0.106 (0.096)	Data 0.000 (0.001)	Loss 0.1035 (0.1565)
>> Train: [14][1440/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.1986 (0.1564)
>> Train: [14][1450/2000]	Time 0.087 (0.096)	Data 0.000 (0.001)	Loss 0.1387 (0.1564)
>> Train: [14][1460/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.0931 (0.1562)
>> Train: [14][1470/2000]	Time 0.085 (0.096)	Data 0.000 (0.001)	Loss 0.1279 (0.1562)
>> Train: [14][1480/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.1492 (0.1560)
>> Train: [14][1490/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.1601 (0.1559)
>> Train: [14][1500/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.0964 (0.1561)
>> Train: [14][1510/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.0184 (0.1559)
>> Train: [14][1520/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.2172 (0.1562)
>> Train: [14][1530/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1859 (0.1562)
>> Train: [14][1540/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.1275 (0.1562)
>> Train: [14][1550/2000]	Time 0.072 (0.096)	Data 0.000 (0.001)	Loss 0.1469 (0.1561)
>> Train: [14][1560/2000]	Time 0.109 (0.096)	Data 0.000 (0.001)	Loss 0.1490 (0.1560)
>> Train: [14][1570/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.1149 (0.1560)
>> Train: [14][1580/2000]	Time 0.085 (0.096)	Data 0.000 (0.001)	Loss 0.1786 (0.1561)
>> Train: [14][1590/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.2695 (0.1562)
>> Train: [14][1600/2000]	Time 0.106 (0.096)	Data 0.000 (0.001)	Loss 0.0680 (0.1562)
>> Train: [14][1610/2000]	Time 0.088 (0.096)	Data 0.000 (0.001)	Loss 0.1406 (0.1561)
>> Train: [14][1620/2000]	Time 0.089 (0.096)	Data 0.000 (0.001)	Loss 0.1471 (0.1563)
>> Train: [14][1630/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.1143 (0.1564)
>> Train: [14][1640/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.2295 (0.1562)
>> Train: [14][1650/2000]	Time 0.088 (0.096)	Data 0.000 (0.001)	Loss 0.1814 (0.1561)
>> Train: [14][1660/2000]	Time 0.092 (0.096)	Data 0.000 (0.001)	Loss 0.1043 (0.1562)
>> Train: [14][1670/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.1624 (0.1563)
>> Train: [14][1680/2000]	Time 0.090 (0.096)	Data 0.000 (0.001)	Loss 0.0255 (0.1564)
>> Train: [14][1690/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.1243 (0.1562)
>> Train: [14][1700/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.4468 (0.1564)
>> Train: [14][1710/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.1910 (0.1565)
>> Train: [14][1720/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.2890 (0.1567)
>> Train: [14][1730/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.1498 (0.1566)
>> Train: [14][1740/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.0833 (0.1568)
>> Train: [14][1750/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.1122 (0.1565)
>> Train: [14][1760/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.2575 (0.1564)
>> Train: [14][1770/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.2008 (0.1565)
>> Train: [14][1780/2000]	Time 0.086 (0.096)	Data 0.000 (0.001)	Loss 0.2133 (0.1566)
>> Train: [14][1790/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.1413 (0.1565)
>> Train: [14][1800/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.3400 (0.1567)
>> Train: [14][1810/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1832 (0.1568)
>> Train: [14][1820/2000]	Time 0.073 (0.096)	Data 0.000 (0.001)	Loss 0.3377 (0.1569)
>> Train: [14][1830/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1871 (0.1570)
>> Train: [14][1840/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1564 (0.1569)
>> Train: [14][1850/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1452 (0.1571)
>> Train: [14][1860/2000]	Time 0.089 (0.096)	Data 0.000 (0.001)	Loss 0.1255 (0.1572)
>> Train: [14][1870/2000]	Time 0.087 (0.096)	Data 0.000 (0.001)	Loss 0.0817 (0.1573)
>> Train: [14][1880/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1370 (0.1571)
>> Train: [14][1890/2000]	Time 0.085 (0.096)	Data 0.000 (0.001)	Loss 0.1304 (0.1571)
>> Train: [14][1900/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.2212 (0.1571)
>> Train: [14][1910/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1595 (0.1573)
>> Train: [14][1920/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.0689 (0.1572)
>> Train: [14][1930/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.2285 (0.1573)
>> Train: [14][1940/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1614 (0.1575)
>> Train: [14][1950/2000]	Time 0.088 (0.096)	Data 0.000 (0.001)	Loss 0.1876 (0.1574)
>> Train: [14][1960/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.2897 (0.1575)
>> Train: [14][1970/2000]	Time 0.082 (0.096)	Data 0.000 (0.001)	Loss 0.1323 (0.1577)
>> Train: [14][1980/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.0617 (0.1578)
>> Train: [14][1990/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.1114 (0.1579)
>> Train: [14][2000/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.1302 (0.1579)
>> Val: [14][1/1691]	Time 0.631 (0.631)	Loss 0.1611 (0.1611)
>> Val: [14][10/1691]	Time 0.033 (0.105)	Loss 0.1682 (0.1551)
>> Val: [14][20/1691]	Time 0.039 (0.071)	Loss 0.1922 (0.1624)
>> Val: [14][30/1691]	Time 0.038 (0.059)	Loss 0.1484 (0.1612)
>> Val: [14][40/1691]	Time 0.037 (0.053)	Loss 0.1638 (0.1536)
>> Val: [14][50/1691]	Time 0.034 (0.050)	Loss 0.2790 (0.1563)
>> Val: [14][60/1691]	Time 0.036 (0.047)	Loss 0.1868 (0.1517)
>> Val: [14][70/1691]	Time 0.038 (0.045)	Loss 0.1211 (0.1540)
>> Val: [14][80/1691]	Time 0.033 (0.044)	Loss 0.2197 (0.1559)
>> Val: [14][90/1691]	Time 0.056 (0.043)	Loss 0.1331 (0.1550)
>> Val: [14][100/1691]	Time 0.034 (0.044)	Loss 0.1748 (0.1561)
>> Val: [14][110/1691]	Time 0.035 (0.044)	Loss 0.2242 (0.1576)
>> Val: [14][120/1691]	Time 0.027 (0.043)	Loss 0.2117 (0.1570)
>> Val: [14][130/1691]	Time 0.031 (0.042)	Loss 0.2551 (0.1575)
>> Val: [14][140/1691]	Time 0.032 (0.041)	Loss 0.1283 (0.1576)
>> Val: [14][150/1691]	Time 0.030 (0.041)	Loss 0.1118 (0.1576)
>> Val: [14][160/1691]	Time 0.031 (0.040)	Loss 0.1248 (0.1585)
>> Val: [14][170/1691]	Time 0.041 (0.040)	Loss 0.1501 (0.1617)
>> Val: [14][180/1691]	Time 0.031 (0.039)	Loss 0.2789 (0.1613)
>> Val: [14][190/1691]	Time 0.031 (0.039)	Loss 0.1728 (0.1602)
>> Val: [14][200/1691]	Time 0.034 (0.039)	Loss 0.1156 (0.1609)
>> Val: [14][210/1691]	Time 0.033 (0.038)	Loss 0.1872 (0.1623)
>> Val: [14][220/1691]	Time 0.031 (0.038)	Loss 0.2010 (0.1641)
>> Val: [14][230/1691]	Time 0.035 (0.038)	Loss 0.2393 (0.1645)
>> Val: [14][240/1691]	Time 0.033 (0.038)	Loss 0.1908 (0.1649)
>> Val: [14][250/1691]	Time 0.035 (0.038)	Loss 0.2222 (0.1679)
>> Val: [14][260/1691]	Time 0.035 (0.037)	Loss 0.1245 (0.1676)
>> Val: [14][270/1691]	Time 0.033 (0.037)	Loss 0.3587 (0.1685)
>> Val: [14][280/1691]	Time 0.034 (0.037)	Loss 0.1535 (0.1678)
>> Val: [14][290/1691]	Time 0.031 (0.037)	Loss 0.1509 (0.1669)
>> Val: [14][300/1691]	Time 0.033 (0.037)	Loss 0.0613 (0.1668)
>> Val: [14][310/1691]	Time 0.033 (0.037)	Loss 0.1750 (0.1680)
>> Val: [14][320/1691]	Time 0.030 (0.037)	Loss 0.1793 (0.1673)
>> Val: [14][330/1691]	Time 0.034 (0.036)	Loss 0.1959 (0.1672)
>> Val: [14][340/1691]	Time 0.034 (0.036)	Loss 0.1133 (0.1668)
>> Val: [14][350/1691]	Time 0.036 (0.036)	Loss 0.2058 (0.1668)
>> Val: [14][360/1691]	Time 0.036 (0.036)	Loss 0.0372 (0.1666)
>> Val: [14][370/1691]	Time 0.031 (0.036)	Loss 0.0924 (0.1660)
>> Val: [14][380/1691]	Time 0.034 (0.036)	Loss 0.1204 (0.1663)
>> Val: [14][390/1691]	Time 0.033 (0.036)	Loss 0.1079 (0.1666)
>> Val: [14][400/1691]	Time 0.029 (0.036)	Loss 0.1364 (0.1666)
>> Val: [14][410/1691]	Time 0.033 (0.036)	Loss 0.0900 (0.1666)
>> Val: [14][420/1691]	Time 0.030 (0.036)	Loss 0.3527 (0.1677)
>> Val: [14][430/1691]	Time 0.029 (0.036)	Loss 0.2309 (0.1679)
>> Val: [14][440/1691]	Time 0.026 (0.036)	Loss 0.3232 (0.1678)
>> Val: [14][450/1691]	Time 0.035 (0.036)	Loss 0.1475 (0.1682)
>> Val: [14][460/1691]	Time 0.035 (0.036)	Loss 0.1471 (0.1682)
>> Val: [14][470/1691]	Time 0.035 (0.035)	Loss 0.2332 (0.1688)
>> Val: [14][480/1691]	Time 0.034 (0.035)	Loss 0.1480 (0.1684)
>> Val: [14][490/1691]	Time 0.035 (0.035)	Loss 0.1932 (0.1684)
>> Val: [14][500/1691]	Time 0.032 (0.035)	Loss 0.2853 (0.1691)
>> Val: [14][510/1691]	Time 0.033 (0.035)	Loss 0.1823 (0.1693)
>> Val: [14][520/1691]	Time 0.037 (0.035)	Loss 0.0714 (0.1686)
>> Val: [14][530/1691]	Time 0.033 (0.035)	Loss 0.2597 (0.1691)
>> Val: [14][540/1691]	Time 0.035 (0.035)	Loss 0.1660 (0.1695)
>> Val: [14][550/1691]	Time 0.035 (0.035)	Loss 0.1323 (0.1686)
>> Val: [14][560/1691]	Time 0.034 (0.035)	Loss 0.1806 (0.1683)
>> Val: [14][570/1691]	Time 0.035 (0.035)	Loss 0.1240 (0.1679)
>> Val: [14][580/1691]	Time 0.037 (0.035)	Loss 0.2002 (0.1675)
>> Val: [14][590/1691]	Time 0.032 (0.035)	Loss 0.1861 (0.1673)
>> Val: [14][600/1691]	Time 0.035 (0.035)	Loss 0.1245 (0.1671)
>> Val: [14][610/1691]	Time 0.036 (0.035)	Loss 0.1771 (0.1666)
>> Val: [14][620/1691]	Time 0.032 (0.035)	Loss 0.2451 (0.1667)
>> Val: [14][630/1691]	Time 0.028 (0.035)	Loss 0.1466 (0.1665)
>> Val: [14][640/1691]	Time 0.032 (0.035)	Loss 0.1379 (0.1669)
>> Val: [14][650/1691]	Time 0.029 (0.035)	Loss 0.1943 (0.1673)
>> Val: [14][660/1691]	Time 0.030 (0.035)	Loss 0.1389 (0.1676)
>> Val: [14][670/1691]	Time 0.027 (0.035)	Loss 0.2422 (0.1681)
>> Val: [14][680/1691]	Time 0.029 (0.035)	Loss 0.1561 (0.1677)
>> Val: [14][690/1691]	Time 0.031 (0.035)	Loss 0.2192 (0.1680)
>> Val: [14][700/1691]	Time 0.036 (0.035)	Loss 0.1134 (0.1676)
>> Val: [14][710/1691]	Time 0.036 (0.035)	Loss 0.2086 (0.1679)
>> Val: [14][720/1691]	Time 0.033 (0.035)	Loss 0.1921 (0.1682)
>> Val: [14][730/1691]	Time 0.036 (0.035)	Loss 0.1813 (0.1682)
>> Val: [14][740/1691]	Time 0.035 (0.035)	Loss 0.1486 (0.1681)
>> Val: [14][750/1691]	Time 0.037 (0.035)	Loss 0.2599 (0.1690)
>> Val: [14][760/1691]	Time 0.032 (0.035)	Loss 0.2264 (0.1689)
>> Val: [14][770/1691]	Time 0.029 (0.035)	Loss 0.1543 (0.1691)
>> Val: [14][780/1691]	Time 0.034 (0.035)	Loss 0.0995 (0.1693)
>> Val: [14][790/1691]	Time 0.032 (0.035)	Loss 0.1013 (0.1690)
>> Val: [14][800/1691]	Time 0.039 (0.035)	Loss 0.2371 (0.1688)
>> Val: [14][810/1691]	Time 0.036 (0.035)	Loss 0.1935 (0.1690)
>> Val: [14][820/1691]	Time 0.033 (0.035)	Loss 0.1018 (0.1687)
>> Val: [14][830/1691]	Time 0.031 (0.035)	Loss 0.1386 (0.1686)
>> Val: [14][840/1691]	Time 0.033 (0.035)	Loss 0.0631 (0.1685)
>> Val: [14][850/1691]	Time 0.036 (0.035)	Loss 0.0272 (0.1680)
>> Val: [14][860/1691]	Time 0.032 (0.034)	Loss 0.2496 (0.1687)
>> Val: [14][870/1691]	Time 0.038 (0.034)	Loss 0.1717 (0.1687)
>> Val: [14][880/1691]	Time 0.033 (0.034)	Loss 0.1379 (0.1689)
>> Val: [14][890/1691]	Time 0.036 (0.034)	Loss 0.1798 (0.1691)
>> Val: [14][900/1691]	Time 0.033 (0.034)	Loss 0.2749 (0.1690)
>> Val: [14][910/1691]	Time 0.033 (0.034)	Loss 0.2903 (0.1689)
>> Val: [14][920/1691]	Time 0.036 (0.034)	Loss 0.1382 (0.1688)
>> Val: [14][930/1691]	Time 0.034 (0.034)	Loss 0.2318 (0.1687)
>> Val: [14][940/1691]	Time 0.033 (0.034)	Loss 0.2399 (0.1688)
>> Val: [14][950/1691]	Time 0.035 (0.034)	Loss 0.1120 (0.1691)
>> Val: [14][960/1691]	Time 0.033 (0.034)	Loss 0.1383 (0.1693)
>> Val: [14][970/1691]	Time 0.038 (0.034)	Loss 0.2156 (0.1693)
>> Val: [14][980/1691]	Time 0.033 (0.034)	Loss 0.1685 (0.1694)
>> Val: [14][990/1691]	Time 0.030 (0.034)	Loss 0.1180 (0.1693)
>> Val: [14][1000/1691]	Time 0.033 (0.034)	Loss 0.0838 (0.1697)
>> Val: [14][1010/1691]	Time 0.037 (0.034)	Loss 0.1678 (0.1696)
>> Val: [14][1020/1691]	Time 0.030 (0.034)	Loss 0.1132 (0.1698)
>> Val: [14][1030/1691]	Time 0.034 (0.034)	Loss 0.0836 (0.1696)
>> Val: [14][1040/1691]	Time 0.033 (0.034)	Loss 0.2641 (0.1697)
>> Val: [14][1050/1691]	Time 0.029 (0.034)	Loss 0.1804 (0.1698)
>> Val: [14][1060/1691]	Time 0.032 (0.034)	Loss 0.1370 (0.1695)
>> Val: [14][1070/1691]	Time 0.035 (0.034)	Loss 0.1914 (0.1695)
>> Val: [14][1080/1691]	Time 0.037 (0.034)	Loss 0.0734 (0.1691)
>> Val: [14][1090/1691]	Time 0.037 (0.034)	Loss 0.2305 (0.1692)
>> Val: [14][1100/1691]	Time 0.033 (0.034)	Loss 0.0486 (0.1690)
>> Val: [14][1110/1691]	Time 0.035 (0.034)	Loss 0.0613 (0.1686)
>> Val: [14][1120/1691]	Time 0.045 (0.034)	Loss 0.1959 (0.1688)
>> Val: [14][1130/1691]	Time 0.032 (0.034)	Loss 0.1683 (0.1688)
>> Val: [14][1140/1691]	Time 0.033 (0.034)	Loss 0.1880 (0.1688)
>> Val: [14][1150/1691]	Time 0.035 (0.034)	Loss 0.1041 (0.1690)
>> Val: [14][1160/1691]	Time 0.035 (0.034)	Loss 0.0697 (0.1692)
>> Val: [14][1170/1691]	Time 0.035 (0.034)	Loss 0.1426 (0.1691)
>> Val: [14][1180/1691]	Time 0.037 (0.034)	Loss 0.2253 (0.1693)
>> Val: [14][1190/1691]	Time 0.030 (0.034)	Loss 0.2116 (0.1696)
>> Val: [14][1200/1691]	Time 0.035 (0.034)	Loss 0.1077 (0.1693)
>> Val: [14][1210/1691]	Time 0.033 (0.034)	Loss 0.1552 (0.1692)
>> Val: [14][1220/1691]	Time 0.035 (0.034)	Loss 0.1174 (0.1691)
>> Val: [14][1230/1691]	Time 0.031 (0.034)	Loss 0.1690 (0.1689)
>> Val: [14][1240/1691]	Time 0.036 (0.034)	Loss 0.1392 (0.1689)
>> Val: [14][1250/1691]	Time 0.037 (0.034)	Loss 0.3008 (0.1690)
>> Val: [14][1260/1691]	Time 0.035 (0.034)	Loss 0.1020 (0.1687)
>> Val: [14][1270/1691]	Time 0.034 (0.034)	Loss 0.2673 (0.1689)
>> Val: [14][1280/1691]	Time 0.035 (0.034)	Loss 0.2035 (0.1688)
>> Val: [14][1290/1691]	Time 0.036 (0.034)	Loss 0.0704 (0.1685)
>> Val: [14][1300/1691]	Time 0.029 (0.034)	Loss 0.1457 (0.1690)
>> Val: [14][1310/1691]	Time 0.033 (0.034)	Loss 0.3341 (0.1691)
>> Val: [14][1320/1691]	Time 0.028 (0.034)	Loss 0.1706 (0.1688)
>> Val: [14][1330/1691]	Time 0.034 (0.034)	Loss 0.1180 (0.1689)
>> Val: [14][1340/1691]	Time 0.031 (0.034)	Loss 0.1349 (0.1687)
>> Val: [14][1350/1691]	Time 0.034 (0.034)	Loss 0.2314 (0.1688)
>> Val: [14][1360/1691]	Time 0.031 (0.034)	Loss 0.0818 (0.1688)
>> Val: [14][1370/1691]	Time 0.033 (0.034)	Loss 0.1243 (0.1685)
>> Val: [14][1380/1691]	Time 0.032 (0.034)	Loss 0.1749 (0.1685)
>> Val: [14][1390/1691]	Time 0.042 (0.034)	Loss 0.1683 (0.1682)
>> Val: [14][1400/1691]	Time 0.033 (0.034)	Loss 0.1576 (0.1683)
>> Val: [14][1410/1691]	Time 0.034 (0.034)	Loss 0.1353 (0.1682)
>> Val: [14][1420/1691]	Time 0.035 (0.034)	Loss 0.0890 (0.1683)
>> Val: [14][1430/1691]	Time 0.033 (0.034)	Loss 0.1215 (0.1686)
>> Val: [14][1440/1691]	Time 0.033 (0.034)	Loss 0.0944 (0.1688)
